pregunta_id,numero_pregunta,ut_nombre,veces_salido,veces_fallada,veces_acertada,porcentaje_acierto,dificultad,texto_pregunta_preview
5ccd53ee-c98b-460d-a7e2-ed3b13782461,42,Carta de navegación,0,0,0,0.00,0.00,"Siendo Hrb= 11:00, navegando con rumbo de aguja= 288° y un desvío= 3° (-) se toma marcación al Faro "
28a412de-fd4c-4f5d-a982-aa6f1872a2d2,42,Carta de navegación,0,0,0,0.00,0.00,¿Cuál es la distancia entre Punta Leona y Punta Kalúli o Sainar?
3f54cb99-aba2-4355-a7f5-78a99fda2aaa,42,Carta de navegación,0,0,0,0.00,0.00,"Encontrándonos con nuestra embarcación en la oposición Isla Tarifa – Punta Alcázar, tomamos simultán"
ad489fb9-0a05-46d3-ab88-85b6e0e1c417,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando a rumbo de aguja 297º, se toma simultáneamente marcación del Faro de Cabo Espartel = 275º "
e78846f3-11eb-42c4-902f-1574bbb38696,42,Carta de navegación,0,0,0,0.00,0.00,Entrando en el puerto de Vigo el día 23 de noviembre de 2024 nos encontramos en un lugar de
255892a4-6fb7-4498-af9e-55aaf82819fb,42,Carta de navegación,0,0,0,0.00,0.00,"¿Qué distancia (d) se tiene entre la posición A (l = 36º 20,0´N L = 006º 19,0´W) y la posición B (l "
d539a8c3-24b3-4218-ab58-6370a374897c,42,Carta de navegación,0,0,0,0.00,0.00,"Determine las coordenadas de una embarcación situada a 6 millas del Cabo Espartel y a 5,5 millas de "
2a66ac28-e27c-4500-9c20-ec7b274acf5f,42,Carta de navegación,0,0,0,0.00,0.00,"A Hrb: 08:00, navegando con rumbo de aguja= 355° y un desvío= 3°(-), se toman simultáneamente las si"
b4f5ae37-1d81-47f2-a4d9-beadebcbe3cb,42,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en el momento de la primera bajamar el día 07 de noviembre de 2023 en Algeciras,"
b7dea1f9-08f3-4ced-a28d-fee3e7f872d3,42,Carta de navegación,0,0,0,0.00,0.00,Nos encontramos en las inmediaciones del dispositivo de separación de tráfico del Estrecho de Gibral
34f6ddcb-318d-4ea9-8a49-65912b218fa4,42,Carta de navegación,0,0,0,0.00,0.00,"A Hrb= 09:00 nos encontramos situados al Sur verdadero de Isla Tarifa, cuando con nuestra aguja obte"
e9d1df19-7481-4e15-b46d-1c64751dffba,42,Carta de navegación,0,0,0,0.00,0.00,Nuestra embarcación navega enfilando Punta Carnero y Punta Europa y al tener Punta Almina con demora
9f79a943-4dfb-4430-b6c4-6caba85af1a5,42,Carta de navegación,0,0,0,0.00,0.00,"¿Qué distancia (d) se tiene entre la posición A (l = 36º 20,0´N L = 006º 19,0´W) y la posición B (l "
559404c7-8c18-4bd9-9b90-6e88ef4830d9,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando a Hrb=10:00 a Rumbo de aguja=S50°W, con una Velocidad de máquinas de 12 nudos, tomamos mar"
85adadee-6f7a-4fc6-a060-cb197bc2ded3,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando obtenemos una demora de aguja al faro de Cabo Trafagar de 315°, simultáneamente tomamos ot"
8e6c1076-4a38-49a7-b20c-2d1d984dfdfc,42,Carta de navegación,0,0,0,0.00,0.00,"Siendo Hrb= 11:00, navegando con rumbo de aguja= 288° y un desvío= 3° (-) se toma marcación al Faro "
33234cc3-bf1e-4d91-a63a-aba50a9e184a,42,Carta de navegación,0,0,0,0.00,0.00,"Calcular la sonda en la primera bajamar del día 16 de octubre de 2021 en el puerto de Rota, si la"
43730f8e-ed60-4f5d-ac7b-1fd4cbef426a,42,Carta de navegación,0,0,0,0.00,0.00,"Encontrándonos a Hrb=10:00 en la oposición Cabo Trafalgar­Cabo Espartel, con un desvío de aguja de 6"
3423238f-31ca-469f-8705-ad48ead52778,42,Carta de navegación,0,0,0,0.00,0.00,"Partiendo del punto medio entre la oposición de los faros Punta Carnero y Punta Europa, dirigiéndono"
a8dbdc9d-fbec-4234-8250-658c8ccc3b8f,42,Carta de navegación,0,0,0,0.00,0.00,"A HRB= 10:00, tomamos simultáneamente Demora de aguja al Faro de Punta Europa = 359º y Demora de agu"
3a4bdc8f-8903-496a-a329-be79eb2dc7f8,42,Carta de navegación,0,0,0,0.00,0.00,"Encontrándonos con nuestra embarcación en la oposición Isla Tarifa – Punta Alcázar, tomamos simultán"
8daeaab8-1964-469f-bca0-9ca37ea1c6a4,42,Carta de navegación,0,0,0,0.00,0.00,"Determine la posición de una embarcación situada en la oposición Cabo Trafalgar – Punta de Gracia, q"
c597b79a-e98b-49ca-9a1e-04b0a32f6e11,42,Carta de navegación,0,0,0,0.00,0.00,"El día 29 de junio, al ser Hrb = 11:30, navegando a Ra= 208º, Ct= 2º (+), nos encontramos en la opos"
566dfb43-f700-49e1-b584-46c8034c4bcf,42,Carta de navegación,0,0,0,0.00,0.00,¿Cuál es la situación de nuestra embarcación si estamos a 5 millas de Punta Paloma y con una demora 
64706078-0751-4c53-ad5f-01864c25f526,42,Carta de navegación,0,0,0,0.00,0.00,Entrando en el puerto de Vigo el día 23 de noviembre de 2024 nos encontramos en un lugar de
20fc1d7b-8c9b-404b-839f-2b523da010f8,42,Carta de navegación,0,0,0,0.00,0.00,"El día 16 de octubre de 2020, nos encontramos atracados en el puerto de Chipiona, en un lugar"
d49e84bc-5309-4402-a192-6cceea849556,42,Carta de navegación,0,0,0,0.00,0.00,Obtenga la situación sabiendo que estamos en la oposición de Punta Cires con Punta Carnero y tenemos
1c88cd22-cb05-4125-83e0-b9aaf5d377c2,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando a Hrb=10:00 a Rumbo de aguja=S50°W, con una Velocidad de máquinas de 12 nudos, tomamos mar"
07c0afa8-cd1f-4f54-b2f7-30543a626b9c,42,Carta de navegación,0,0,0,0.00,0.00,"A Hrb= 09:00 nos encontramos situados al Sur verdadero de Isla Tarifa, cuando con nuestra aguja obte"
4bf14b74-a62a-4e4e-ae9f-b44406ef3acb,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando al rumbo verdadero 312º, tomamos marcación por estribor del faro de Punta Paloma de 25º, y"
786b05b6-d745-4334-af10-ecad92354258,42,Carta de navegación,0,0,0,0.00,0.00,Partiendo de las siguientes coordenadas: 36º05´N; 006º20´W damos rumbo para pasar a 6 millas al sur 
333578bb-5246-4e93-9577-51c6dff07a54,42,Carta de navegación,0,0,0,0.00,0.00,Situados en la oposición de los Faros de Cabo Trafalgar y Punta de Gracia sabemos que nos encontramo
6840a090-9f6b-4dfb-bcdb-2944c4693c40,42,Carta de navegación,0,0,0,0.00,0.00,El día 12 de diciembre de 2021 nos encontramos navegando en las inmediaciones del puerto de
29e508cb-8b95-4106-a4cd-797b09697248,42,Carta de navegación,0,0,0,0.00,0.00,Siendo Hrb=11:00 obtenemos simultáneamente desde nuestra embarcación demora de aguja del faro de Isl
25b8f5c3-611a-4f92-9370-5163d039bad6,42,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en el momento de la primera bajamar del día 06 de junio de 2023 en Algeciras, con"
a344ae41-d860-4472-bec5-f1abf08dd733,42,Carta de navegación,0,0,0,0.00,0.00,"A Hrb = 08:00, navegando con rumbo de aguja 265° y un desvío de 3°(-), situados en la oposición de l"
e0af72d4-eb74-47ba-b959-f7f6cfd59ba6,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando en una embarcación en aguas de Bilbao, el día 26 de abril de 2025, sabemos que la"
72abd254-b778-4ff0-92e8-8bfead6f43b9,42,Carta de navegación,0,0,0,0.00,0.00,"El día 16 de octubre de 2021, a las HRB: 13:12 con Rumbo verdadero 295º tomamos una marcación por es"
47d4689a-bb9c-4c93-9c0c-5c4cfaff053a,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando en una embarcación en aguas de Bilbao, el día 26 de abril de 2025, sabemos que la"
7ccf6f9a-75d3-4093-b932-754e0bb54bdb,42,Carta de navegación,0,0,0,0.00,0.00,Partiendo de la situación conocida latitud: 39º 20' N y Longitud: 016º 45'W se navega a rumbo de -3º
f7277118-3383-47dd-a2f8-92f36f30afcc,42,Carta de navegación,0,0,0,0.00,0.00,"Encontrándonos el día 26 de marzo en el puerto de San Juan de Nieva a las 02:12 Hora Oficial, en Ind"
9ad2e8f3-0180-4b83-8760-66355e0b2bce,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando en una embarcación en aguas de Bilbao, el día 26 de abril de 2025, sabemos que la"
82e75ada-56ec-414c-8318-864da6843fa6,42,Carta de navegación,0,0,0,0.00,0.00,Nos encontramos navegando al rumbo de aguja 308°. A HRB = 02:45 del día 3 de noviembre de 2021 tomam
e4082723-1da2-4411-ab0c-fd4f721e3335,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando a las 10:22 Hrb, con un Rumbo de aguja= 140° con una declinación magnética de 5°(-) y un d"
d1a383f5-28fd-4775-bcfb-abf8e69b3c2b,42,Carta de navegación,0,0,0,0.00,0.00,Partiendo de la situación conocida latitud: 39º 20' N y Longitud: 016º 45'W se navega a rumbo de -3º
e2b2955a-1c5b-4b9c-9893-5a2d21b473aa,42,Carta de navegación,0,0,0,0.00,0.00,"El día 16 de octubre de 2021, a las HRB: 13:12 con Rumbo verdadero 295º tomamos una marcación por es"
68fecf1f-9719-4906-a195-72a823f0ec18,42,Carta de navegación,0,0,0,0.00,0.00,"El día 22 de abril de 2023, navegando a vela a una velocidad de 4 nudos nos dirigimos desde latitud:"
01f78f6f-4f3c-4151-a5bf-139b25ec1d42,42,Carta de navegación,0,0,0,0.00,0.00,"El 04 de septiembre de 2021 en Rota, se pide calcular las Horas Oficiales (Ho) de la última pleamar"
0701f5b1-b36e-4651-bb31-ce9c8cde5512,42,Carta de navegación,0,0,0,0.00,0.00,"Navegando a las 10:22 Hrb, con un Rumbo de aguja= 140° con una declinación magnética de 5°(-) y un d"
818c4118-da6e-49bb-99cb-64d63b1774a0,42,Carta de navegación,0,0,0,0.00,0.00,"El día 22 de abril de 2023, navegando a vela a una velocidad de 4 nudos nos dirigimos desde latitud:"
e4372ca2-ef1a-4813-818c-14544a64f882,42,Carta de navegación,0,0,0,0.00,0.00,Encontrándonos el día 5 de diciembre de 2022 a las 12:58 UTC en un lugar de sonda en la carta de ese
29cc6ee0-8142-47aa-b854-82c361324bdc,42,Carta de navegación,0,0,0,0.00,0.00,"A Hrb=12:00, navegando con rumbo de aguja= 095° y un desvío= 3° (-), situados en la oposición de los"
532a189b-cacc-43ba-bd9a-5ba33f817908,42,Carta de navegación,0,0,0,0.00,0.00,"Situados a 3,5 millas al sur verdadero del faro de Cabo Trafalgar del día 5 de abril de 2013 con una"
a4591ac9-4f18-4459-8baf-87dc4df66875,42,Carta de navegación,0,0,0,0.00,0.00,Hallar la sonda en el momento de la primera bajamar el día 16 de octubre de 2022 en Algeciras con
a2a00704-0715-4d60-ba7e-0949cd9dfc2f,42,Carta de navegación,0,0,0,0.00,0.00,"A las 09:00 Hrb, navegando al rumbo verdadero 090° en las proximidades del Puerto de Barbate, tomamo"
e43cd6aa-ab3b-423c-b2e5-3e1a3ebb6780,42,Carta de navegación,0,0,0,0.00,0.00,Nuestra embarcación está en la oposición de los faros de Cabo Trafalgar y Punta de Gracia y se obtie
ec045521-298b-40b4-b65f-75cf7f6690cf,42,Carta de navegación,0,0,0,0.00,0.00,Nos encontramos navegando al rumbo de aguja 308°. A HRB = 02:45 del día 3 de noviembre de 2021 tomam
a9ad6afe-76f4-47ca-996c-fe15b6be77e2,43,Carta de navegación,0,0,0,0.00,0.00,Nuestra embarcación navega enfilando Punta Carnero y Punta Europa y al tener Punta Almina con demora
1bb96bc2-185c-4837-b43e-08f6c0af3c05,43,Carta de navegación,0,0,0,0.00,0.00,"El día 23 de noviembre, al ser Hrb: 10:00, encontrándonos a 3 millas al norte de Cabo Espartel, damo"
3f6e4645-5077-4add-adca-1cd637ce221d,43,Carta de navegación,0,0,0,0.00,0.00,"Siendo HRB= 10:45, nuestra embarcación navega al Ra= 281º con una declinación magnética de 4º W y un"
552dcea4-48e9-4247-ad5f-bcd90d7ad244,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando obtenemos una demora de aguja al faro de Cabo Trafagar de 315°, simultáneamente tomamos ot"
fa46da07-8a67-4dae-89c4-a9b3fe9051d2,43,Carta de navegación,0,0,0,0.00,0.00,El día 7 de diciembre de 2022 a las 17:45 UTC nos encontramos navegando al rumbo de aguja 275°. En e
3b2878b0-d86d-4c37-a0c3-2547ea6630c2,43,Carta de navegación,0,0,0,0.00,0.00,¿Cuál es la distancia entre los faros de Cabo Trafalgar y Punta Círes?. Se pide precisión en el resu
7aade994-79cb-4f8f-b2ee-a3ae4fbb1748,43,Carta de navegación,0,0,0,0.00,0.00,"El día 18 de diciembre de 2010 a HRB: 11:42, situados en l: 36º 01´N L: 006º 01´W navegamos con rumb"
116db8ae-cf0b-44e6-b664-60f12cdd1763,43,Carta de navegación,0,0,0,0.00,0.00,Nos encontramos en la oposición Faro de Punta Gracia – Faro de Punta Malabata. En ese momento obtene
13e3c984-009f-4b86-baa0-ec20ed63e5b2,43,Carta de navegación,0,0,0,0.00,0.00,"Determine la posición de una embarcación situada en la oposición Cabo Trafalgar – Punta de Gracia, q"
cc349bfe-1d43-44d1-af8a-37a9c7ee3bed,43,Carta de navegación,0,0,0,0.00,0.00,"A las 14:00 Hrb, navegando al rumbo verdadero 015°, tomamos una demora de aguja al Faro de Ras El As"
0f45981f-f80c-42e9-9c4b-1928f7ed4aa2,43,Carta de navegación,0,0,0,0.00,0.00,"Partiendo del punto medio entre la oposición de los faros Punta Carnero y Punta Europa, dirigiéndono"
1e830ab8-8ae1-42e4-b5e5-3ed0fe5bdba8,43,Carta de navegación,0,0,0,0.00,0.00,"A Hrb= 11:30, navegando con rumbo de aguja= 220º y un desvío= 3° (-), se toma simultáneamente demora"
0e92558d-892a-4d5f-908e-a2a65a444e98,43,Carta de navegación,0,0,0,0.00,0.00,"Nos encontramos navegando con velocidad de máquinas 6 nudos, y a Hrb = 09:30 situados en posición 35"
fa022642-ba44-4567-ad4b-764e6cc992f6,43,Carta de navegación,0,0,0,0.00,0.00,En un momento dado tomamos simultáneamente demora verdadera de Cabo Espartel = 216º y demora verdade
f95342a8-836f-430f-8410-8efd20a3b440,43,Carta de navegación,0,0,0,0.00,0.00,"A Hrb= 12:30, nos situamos tomando simultáneamente una demora de aguja a Isla de Tarifa de 026,5º y "
fc6a29ba-d7ba-42e8-af03-92de31023632,43,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en el momento de la primera bajamar, el día 09 de diciembre de 2022 en Algeciras,"
abedfb07-c551-4185-af19-6c07c48982e1,43,Carta de navegación,0,0,0,0.00,0.00,Encontrándonos el día 12 de septiembre de 2022 en un lugar de sonda en la carta de 3 metros en el
c518177b-65e5-443e-be95-6df7b96bcf1d,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando en demanda del Estrecho de Gibraltar con rumbo ESE y declinación magnética 2°W, a Hrb 12:0"
a49615f2-d150-4c97-98fe-4eca2d648ea8,43,Carta de navegación,0,0,0,0.00,0.00,"A HRB=10:00, tomamos simultáneamente demora de aguja a Cabo Trafalgar 327º y demora de aguja a Barba"
83d15f79-8e07-4d5d-bb04-28dc48e196af,43,Carta de navegación,0,0,0,0.00,0.00,"Determine las coordenadas de una embarcación situada a 6 millas del Cabo Espartel y a 5,5 millas de "
1c23ab7d-9a87-4d58-87bd-8c7b56f38e30,43,Carta de navegación,0,0,0,0.00,0.00,"Encontrándonos con nuestra embarcación en la oposición Isla Tarifa – Punta Alcázar, tomamos simultán"
ff2bcae3-9a41-4d4f-97c2-c48f69aba121,43,Carta de navegación,0,0,0,0.00,0.00,Situados en la oposición de los Faros de Cabo Trafalgar y Punta de Gracia sabemos que nos encontramo
5df47fe7-e8f5-48eb-974c-b51d22ba6a0c,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando con Rumbo Verdadero = N, salimos de un punto situado en l: 35º 45’ N; L: 005º 14’ W y nave"
b5cbfde8-1a4a-4871-89e1-648c1b0af91c,43,Carta de navegación,0,0,0,0.00,0.00,Hallar la sonda en el momento de la primera pleamar el día 3 de julio de 2021 en el puerto de
1b91a4c0-c2fb-46b8-b2dc-76ec7e438e99,43,Carta de navegación,0,0,0,0.00,0.00,"A las 17:00 Hrb, navegando al rumbo verdadero 270°, tomamos una demora de aguja al Faro de Cabo Espa"
f10e0401-8a9e-4634-921e-231c2d036173,43,Carta de navegación,0,0,0,0.00,0.00,"A las 09:00 Hrb, navegando al rumbo verdadero 090° en las proximidades del Puerto de Barbate, tomamo"
f6acda96-c66d-4a76-b9b3-287b2dd1ea53,43,Carta de navegación,0,0,0,0.00,0.00,"Determine las coordenadas de una embarcación situada a 6 millas del Cabo Espartel y a 5,5 millas de "
8abbc0b9-c4c5-4157-a5e6-4b22d0d12bcf,43,Carta de navegación,0,0,0,0.00,0.00,"El 29 de junio de 2024, a Hrb = 10:35, nos situamos tomando una demora de aguja al Cabo Roche de 011"
5dd3322e-b98d-4f93-a7f2-4dd038b9da70,43,Carta de navegación,0,0,0,0.00,0.00,"El día 26 de abril, al ser Hrb= 10:30, encontrándonos en la enfilación Punta Paloma-Isla Tarifa, tom"
44d68b40-4009-46c0-ac65-c8d85949a404,43,Carta de navegación,0,0,0,0.00,0.00,"A HRB=10:00, tomamos simultáneamente demora de aguja a Cabo Trafalgar 327º y demora de aguja a Barba"
257c8079-2f6e-4bc8-a828-f4fcaa1ed802,43,Carta de navegación,0,0,0,0.00,0.00,"Calcular la sonda en la primera bajamar del día 3 de julio de 2021 en el puerto de Bilbao, si la son"
c94a3cb2-590f-4693-a08a-b9ab9447450c,43,Carta de navegación,0,0,0,0.00,0.00,"A las 14:00 Hrb, navegando al rumbo verdadero 015°, tomamos una demora de aguja al Faro de Ras El As"
d8f8e1ee-6776-408d-a724-2071900411c3,43,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en la primera pleamar del día 8 de noviembre de 2023 en Algeciras, sabiendo que la"
a972d970-f7c9-46e5-bd0b-9a04408dad4a,43,Carta de navegación,0,0,0,0.00,0.00,"Siendo HRB= 10:45, nuestra embarcación navega al Ra= 281º con una declinación magnética de 4º W y un"
28178201-3ca4-4cf5-94a8-cbc1945bcaa4,43,Carta de navegación,0,0,0,0.00,0.00,"Nos encontramos navegando con nuestra embarcación, en demanda del Estrecho de Gibraltar. A Hrb= 15:0"
38ecffae-00d0-41e6-acde-ccbf44054f82,43,Carta de navegación,0,0,0,0.00,0.00,"Hallándose una embarcación en la oposición del Faro de Punta Europa y del Faro de Punta Almina,"
a6776f16-38a6-43a0-a1ae-b90e9ecd420b,43,Carta de navegación,0,0,0,0.00,0.00,"Siendo HRB= 10:45, nuestra embarcación navega al Ra= 281º con una declinación magnética de 4º W y un"
b9b54352-36a7-4726-9c7e-eaecf42e1684,43,Carta de navegación,0,0,0,0.00,0.00,"A HRB=10:00, tomamos simultáneamente demora de aguja a Cabo Trafalgar 327º y demora de aguja a Barba"
851b6455-5f7c-40be-85e6-f6cc3b521089,43,Carta de navegación,0,0,0,0.00,0.00,"A Hrb= 12:30, nos situamos tomando simultáneamente una demora de aguja a Isla de Tarifa de 026,5º y "
20229740-e138-4fcd-b108-eaa06f2781d4,43,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en el momento de la primera pleamar el día 05 de abril de 2023 en Algeciras, con"
f7180ea6-c0d6-40ca-927f-999690c0ef82,43,Carta de navegación,0,0,0,0.00,0.00,El dia 17 de diciembre de 2022 desde la posición A de latitud 36º 04´N / Longitud 006º 01´W nos diri
3ef14f3d-97b8-4b8e-b94c-eff82c159b73,43,Carta de navegación,0,0,0,0.00,0.00,"Siendo HRB= 10:45, nuestra embarcación navega al Ra= 281º con una declinación magnética de 4º W y un"
6133ef9c-4519-4df6-a633-3beabe6fce46,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando con Rumbo Verdadero = N, salimos de un punto situado en l: 35º 45’ N; L: 005º 14’ W y nave"
ba853a03-fb9c-457a-acc0-63f673605ada,43,Carta de navegación,0,0,0,0.00,0.00,El día 7 de diciembre de 2022 a las 17:45 UTC nos encontramos navegando al rumbo de aguja 275°. En e
adf8930a-ae0d-4bfa-9205-ab8463ac3344,43,Carta de navegación,0,0,0,0.00,0.00,A las 12:00 horas (GMT + 2) del 12 de junio de 2024 nos encontramos en la enfilación de los Faros de
7509b745-5ce3-450e-b0e9-ed261fd73b89,43,Carta de navegación,0,0,0,0.00,0.00,"A HRB=10:00, tomamos simultáneamente demora de aguja a Cabo Trafalgar 327º y demora de aguja a Barba"
bc8b704c-d31b-4884-8167-8797300b7d4a,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando con Rumbo Verdadero = N, salimos de un punto situado en l: 35º 45’ N; L: 005º 14’ W y nave"
7e3a2e1e-169a-4f58-a599-454fb26b53de,43,Carta de navegación,0,0,0,0.00,0.00,"Calcular la sonda en la primera bajamar del día 3 de julio de 2021 en el puerto de Bilbao, si la son"
b2b456f3-d549-4d3e-86e8-9c3d87bd8b1d,43,Carta de navegación,0,0,0,0.00,0.00,Entrando a las 18:00GMT en la Ría de Arousa sabemos que nos encontramos en un lugar de sonda atmosfé
669e6901-33c5-4d58-ba70-e3a365b47faf,43,Carta de navegación,0,0,0,0.00,0.00,Navegando el 22 de abril de 2023 a las 18:56 Hrb tras salir del estrecho de Gibraltar nos encontramo
3d8e6c84-b4c2-4288-ab1a-e4bd54478e83,43,Carta de navegación,0,0,0,0.00,0.00,Entrando a las 18:00GMT en la Ría de Arousa sabemos que nos encontramos en un lugar de sonda atmosfé
978c8c5e-211f-4654-9baf-8d311ca5b74e,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando en una zona de declinación magnéticas 1ºW, con Rumbo de aguja= 220º y desvío= 3º(+), a Hrb"
d8ed4866-6ca6-4ee2-90ab-0467067cdf6d,43,Carta de navegación,0,0,0,0.00,0.00,"Encontrándonos en Tapia de Casariego a las 18:00 UTC del 29 de junio de 2024, con una presión"
ffd822f7-f483-4eda-afa9-7b974e4f1ab9,43,Carta de navegación,0,0,0,0.00,0.00,"Hallándose una embarcación en la oposición del Faro de Punta Europa y del Faro de Punta Almina,"
3b155e0a-996b-4255-831d-d7595512b1b1,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando con Rumbo Verdadero = N, salimos de un punto situado en l: 35º 45’ N; L: 005º 14’ W y nave"
98087e03-423d-4b9b-a3a3-eb61edbc8526,43,Carta de navegación,0,0,0,0.00,0.00,Hallándose una embarcación en la oposición del faro de Cabo Trafalgar y del Faro de Cabo
d863ffb1-a1e5-483e-878d-095cb901f101,43,Carta de navegación,0,0,0,0.00,0.00,¿Cuál es la distancia entre los faros de Cabo Trafalgar y Punta Círes?. Se pide precisión en el resu
6b544784-5d25-4be1-9015-caa0d93ad6ae,43,Carta de navegación,0,0,0,0.00,0.00,Hallar la sonda en el momento de la primera pleamar el día 3 de julio de 2021 en el puerto de
92563861-5734-44f2-9d2d-220a271c8833,43,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en el momento de la primera bajamar el día 06 de junio de 2024 en Algeciras, con"
aa10990c-21da-4337-b52c-9e29469e2896,43,Carta de navegación,0,0,0,0.00,0.00,"Dada la situación de salida l= 35º45'N; L= 005º14' W, la Hrb= 15:00 h, la velocidad de la embarcació"
d935f6bb-01dd-4490-ba4c-e78dee9ef7bf,43,Carta de navegación,0,0,0,0.00,0.00,"El día 23 de noviembre, al ser Hrb: 10:00, encontrándonos a 3 millas al norte de Cabo Espartel, damo"
e61ee10f-722d-44c0-ae5a-24e05bea65b5,43,Carta de navegación,0,0,0,0.00,0.00,"El 29 de junio de 2024, a Hrb = 10:35, nos situamos tomando una demora de aguja al Cabo Roche de 011"
05dfa97d-e021-43bd-9ba9-1a2c6253579d,43,Carta de navegación,0,0,0,0.00,0.00,"Nos encontramos navegando con nuestra embarcación, en demanda del Estrecho de Gibraltar. A Hrb= 15:0"
8eef32b3-a930-4b99-8b0d-54f13d348390,43,Carta de navegación,0,0,0,0.00,0.00,Siendo Hrb=11:00 obtenemos simultáneamente desde nuestra embarcación demora de aguja del faro de Isl
6b84759c-2c53-457a-a34b-c483163a6510,43,Carta de navegación,0,0,0,0.00,0.00,Navegando el 22 de abril de 2023 a las 18:56 Hrb tras salir del estrecho de Gibraltar nos encontramo
c6e9d7a4-3985-42a0-bb30-afd81f0666f2,43,Carta de navegación,0,0,0,0.00,0.00,Encontrándonos el día 12 de septiembre de 2022 en un lugar de sonda en la carta de 3 metros en el
e38bb644-3caf-40f7-b25f-60d1dea7c4ba,43,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en el momento de la primera pleamar el día 05 de abril de 2023 en Algeciras, con"
a09d25e9-bac8-4fef-baac-4b49f5c977da,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando en demanda del Estrecho de Gibraltar con rumbo ESE y declinación magnética 2°W, a Hrb 12:0"
fe1dfb80-0311-4767-9751-ddcfc44eb2a9,43,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en la primera pleamar del día 8 de noviembre de 2023 en Algeciras, sabiendo que la"
b8a890f4-4d7a-4ff9-9868-5829c77bb9c0,43,Carta de navegación,0,0,0,0.00,0.00,"El día 26 de abril, al ser Hrb= 10:30, encontrándonos en la enfilación Punta Paloma-Isla Tarifa, tom"
6c97034a-e03a-4690-8838-6cc8ef1cd803,43,Carta de navegación,0,0,0,0.00,0.00,"Navegando a rumbo de aguja=N45E, a HRB=21:20, tomamos demora de aguja a Cabo Espartel (S20E) y marca"
9b2094c0-e3aa-422b-baad-9fb4975de72d,43,Carta de navegación,0,0,0,0.00,0.00,Partiendo de las siguientes coordenadas: 36º05´N; 006º20´W damos rumbo para pasar a 6 millas al sur 
23069643-7ce8-437d-a83f-1e292fe47314,43,Carta de navegación,0,0,0,0.00,0.00,"Situados a 3,5 millas al sur verdadero del faro de Cabo Trafalgar del día 5 de abril de 2013 con una"
764a77b0-bff7-4f63-8f9b-0d9f907acc03,43,Carta de navegación,0,0,0,0.00,0.00,"El día 16 de octubre de 2020, nos encontramos atracados en el puerto de Chipiona, en un lugar"
9de5e7ce-c996-47e4-98cd-4a8c3418cc93,43,Carta de navegación,0,0,0,0.00,0.00,"Encontrándonos con nuestra embarcación en la oposición Isla Tarifa – Punta Alcázar, tomamos simultán"
96c1bda2-c010-4d60-b571-c08de318e894,43,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en el momento de la primera bajamar, el día 09 de diciembre de 2022 en Algeciras,"
19ad627a-2387-4ef6-823e-2ffb94b97561,43,Carta de navegación,0,0,0,0.00,0.00,"A HRB=11:06 del 16 de octubre del 2010, navegando al rumbo de aguja= 010º, nos encontramos en situac"
6f7a085e-97cb-4641-9174-d5693318ced1,43,Carta de navegación,0,0,0,0.00,0.00,"A las 09:00 Hrb, navegando al rumbo verdadero 090° en las proximidades del Puerto de Barbate, tomamo"
2e7036ec-a26c-4e27-ba36-d12c055c88d5,43,Carta de navegación,0,0,0,0.00,0.00,¿Cuál de los siguientes puntos tiene una sonda en la carta inferior a 10 metros?
8f1e753e-2a3d-43d8-9b14-f1d8c6284325,43,Carta de navegación,0,0,0,0.00,0.00,"Hallar la sonda en el momento de la primera bajamar del día 06 de junio de 2023 en Algeciras, con"
17e60b0e-9097-404f-a457-c81361839fa2,43,Carta de navegación,0,0,0,0.00,0.00,"Encontrándonos en Tapia de Casariego a las 18:00 UTC del 29 de junio de 2024, con una presión"
b0f23977-e8e8-44f0-a773-f97474e49973,43,Carta de navegación,0,0,0,0.00,0.00,Navegando con Rumbo de Aguja = 010º en el Estrecho de Gibraltar a una velocidad de 12 nudos a las HR
